Jurisdiction,State,lat,lon,Outcome,CDBG ($),Adjustment ($),Net homes added
Mesquite,TX,32.75955,-96.584164,Exempt — recent disaster,1047108,0,-15.0
Midland,TX,32.024642,-102.113467,Exempt — other screens,973186,0,1147.0
Mission,TX,26.20406,-98.325221,Exempt — recent disaster,992431,0,837.0
Missouri,TX,29.562944,-95.535999,Exempt — recent disaster,300081,0,671.0
Montgomery County,TX,30.298801,-95.50295,Exempt — recent disaster,2925262,0,11780.0
New Braunfels,TX,29.699306,-98.115127,Exempt — recent disaster,454245,0,2703.0
Odessa,TX,31.880461,-102.345314,Exempt — other screens,987543,0,1037.0
Orange,TX,30.123528,-93.754548,Exempt — recent disaster,314115,0,271.0
Pasadena,TX,29.654996,-95.151055,Exempt — recent disaster,1630927,0,-660.0
Pearland,TX,29.555732,-95.323012,Exempt — recent disaster,537831,0,1455.0
Pflugerville,TX,30.447765,-97.602116,Exempt — recent disaster,347221,0,688.0
Pharr,TX,26.163436,-98.19389,Exempt — recent disaster,1201828,0,567.0
Plano,TX,33.050769,-96.747944,Exempt — recent disaster,1616959,0,1246.0
Port Arthur,TX,29.900008,-93.89442,Exempt — recent disaster,1006766,0,214.0
Round Rock,TX,30.526146,-97.663532,Exempt — recent disaster,672184,0,2010.0
Rowlett,TX,32.915926,-96.548587,Exempt — recent disaster,299525,0,1705.0
San Angelo,TX,31.441078,-100.450499,Exempt — other screens,641137,0,299.0
San Antonio,TX,29.462809,-98.524635,Exempt — recent disaster,13395048,0,9688.0
San Benito,TX,26.129398,-97.64405,Exempt — recent disaster,329615,0,500.0
San Marcos,TX,29.87361,-97.936725,Exempt — recent disaster,754405,0,457.0
Sherman,TX,33.628596,-96.626722,Exempt — other screens,294784,0,859.0
Tarrant County,TX,32.772119,-97.291224,Exempt — other screens,4163451,0,3550.0
Temple,TX,31.104936,-97.388512,Exempt — recent disaster,717139,0,2071.0
Texarkana,TX,33.449204,-94.085008,Exempt — recent disaster,382663,0,304.0
Texas,TX,29.433717,-94.892695,Exempt — recent disaster,432691,0,370.0
Travis County,TX,30.239513,-97.69127,Exempt — recent disaster,1787382,0,5947.0
Tyler,TX,32.317258,-95.305886,Exempt — recent disaster,743501,0,558.0
Victoria,TX,28.828528,-96.986015,Exempt — recent disaster,537925,0,557.0
Waco,TX,31.557994,-97.18975,Exempt — other screens,1383840,0,907.0
Wichita Falls,TX,33.906654,-98.525848,Exempt — other screens,1206417,0,-25.0
Williamson County,TX,30.649082,-97.605065,Exempt — recent disaster,2200130,0,8063.0
Clearfield,UT,41.097012,-112.01792,Exempt — other screens,206865,0,344.0
Davis County,UT,41.037559,-112.201943,Loses funding,936639,-93664,2298.0
Eagle Mountain,UT,40.31432,-112.011708,Exempt — recent disaster,239813,0,911.0
Layton,UT,41.077423,-111.960727,Loses funding,392160,-39216,658.0
Lehi,UT,40.41708,-111.871147,Exempt — recent disaster,332739,0,1243.0
Logan,UT,41.740256,-111.841764,Loses funding,558464,-55846,365.0
Ogden,UT,41.228391,-111.968147,Gains funding,1022138,62988,538.0
Orem,UT,40.298065,-111.699445,Exempt — recent disaster,569542,0,808.0
Provo,UT,40.245312,-111.645057,Exempt — recent disaster,1210634,0,-56.0
Salt Lake,UT,40.776928,-111.930991,Gains funding,3250831,453092,3870.0
Salt Lake County,UT,40.667883,-111.92424,Gains funding,2393613,376055,3212.0
Sandy,UT,40.571714,-111.84987,Loses funding,355402,-35540,461.0
South Jordan,UT,40.555007,-111.992337,Gains funding,253648,114034,974.0
St George,UT,37.077006,-113.576534,Exempt — other screens,625751,0,1559.0
Taylorsville,UT,40.656942,-111.94933,Loses funding,352902,-35290,-183.0
Utah County,UT,40.120418,-111.668563,Exempt — recent disaster,1425085,0,6284.0
West Jordan,UT,40.602666,-112.001255,Exempt — other screens,491304,0,420.0
West Valley,UT,40.688493,-112.011759,Gains funding,1047855,86872,742.0
Burlington,VT,44.491927,-73.238882,Exempt — recent disaster,745925,0,-260.0
Alexandria,VA,38.819251,-77.08367,Loses funding,1068416,-106842,274.0
Arlington County,VA,38.878337,-77.100703,Loses funding,1321685,-132168,1224.0
Blacksburg,VA,37.231264,-80.426745,Exempt — recent disaster,546821,0,135.0
Bristol,VA,36.616954,-82.157564,Exempt — recent disaster,273121,0,-13.0
Charlottesville,VA,38.037658,-78.485381,Loses funding,445452,-44545,51.0
Chesapeake,VA,36.679376,-76.301788,Loses funding,1145305,-114530,819.0
Chesterfield County,VA,37.378434,-77.585847,Gains funding,1612176,367274,3137.0
Christiansburg,VA,37.140663,-80.404512,Exempt — recent disaster,155108,0,683.0
Colonial Heights,VA,37.261685,-77.396804,Exempt — other screens,96066,0,-12.0
Danville,VA,36.583334,-79.408071,Exempt — recent disaster,868381,0,67.0
Fairfax County,VA,38.82952,-77.273252,Gains funding,5768750,198447,1695.0
Fredericksburg,VA,38.299272,-77.486658,Loses funding,236645,-23664,111.0
Hampton,VA,37.047961,-76.297293,Exempt — other screens,897498,0,85.0
Harrisonburg,VA,38.436255,-78.873303,Exempt — other screens,512366,0,13.0
Henrico County,VA,37.43752,-77.300333,Gains funding,1619559,228536,1952.0
Hopewell,VA,37.29101,-77.298944,Exempt — other screens,239391,0,14.0
Loudoun County,VA,39.0812,-77.638898,Loses funding,1564518,-156452,2199.0
Lynchburg,VA,37.399016,-79.195458,Exempt — other screens,750979,0,199.0
Newport News,VA,37.076136,-76.52198,Exempt — other screens,1304472,0,202.0
Norfolk,VA,36.923015,-76.244641,Exempt — other screens,4381461,0,982.0
Petersburg,VA,37.20473,-77.392368,Exempt — other screens,585812,0,49.0
Portsmouth,VA,36.859339,-76.356973,Exempt — other screens,1545652,0,85.0
Prince William County,VA,38.701119,-77.479579,Loses funding,2634741,-263474,1596.0
Radford,VA,37.120119,-80.559147,Exempt — recent disaster,166346,0,2.0
Richmond,VA,37.531399,-77.476009,Gains funding,4321483,169178,1445.0
Roanoke,VA,37.278458,-79.958174,Exempt — recent disaster,1805116,0,175.0
Staunton,VA,38.157978,-79.061876,Exempt — other screens,317797,0,45.0
Suffolk,VA,36.697157,-76.634781,Loses funding,516501,-51650,848.0
Virginia Beach,VA,36.779525,-76.029142,Loses funding,2116284,-211628,560.0
Waynesboro,VA,38.067157,-78.90142,Exempt — other screens,163791,0,115.0
Winchester,VA,39.173869,-78.176356,Gains funding,249133,8547,73.0
Anacortes,WA,48.488725,-122.62398,Exempt — recent disaster,108427,0,203.0
Auburn,WA,47.303773,-122.21,Exempt — recent disaster,584178,0,-296.0
Bellevue,WA,47.597837,-122.15648,Exempt — recent disaster,879477,0,485.0
Bellingham,WA,48.753442,-122.470179,Loses funding,795516,-79552,324.0
Bremerton,WA,47.539877,-122.717048,Loses funding,381073,-38107,849.0
Clark County,WA,45.77173,-122.485953,Exempt — recent disaster,1591236,0,1290.0
Everett,WA,47.965413,-122.189895,Exempt — recent disaster,869124,0,190.0
Federal Way,WA,47.311596,-122.337757,Exempt — recent disaster,788336,0,-772.0
Kennewick,WA,46.197622,-119.175923,Loses funding,629426,-62943,429.0
Kent,WA,47.38797,-122.212727,Exempt — recent disaster,1059334,0,719.0
King County,WA,47.490552,-121.833977,Exempt — recent disaster,5616834,0,4277.0
Kitsap County,WA,47.639687,-122.649636,Loses funding,1093594,-109359,792.0
Lacey,WA,47.043087,-122.798232,Gains funding,348393,53036,453.0
Lakewood,WA,47.164092,-122.528106,Exempt — other screens,482320,0,581.0
Longview,WA,46.145707,-122.964299,Exempt — recent disaster,270235,0,-129.0
Marysville,WA,48.080214,-122.154312,Exempt — recent disaster,406499,0,20.0
Mount Vernon,WA,48.417071,-122.311832,Exempt — recent disaster,377614,0,71.0
Olympia,WA,47.040604,-122.895,Gains funding,341583,42499,363.0
Pasco,WA,46.266113,-119.121426,Loses funding,650672,-65067,698.0
Pierce County,WA,47.051413,-122.15324,Loses funding,3207750,-320775,2268.0
Richland,WA,46.28698,-119.294045,Loses funding,291463,-29146,603.0
Seattle,WA,47.619335,-122.351538,Exempt — recent disaster,8917476,0,10985.0
Snohomish County,WA,48.054913,-121.765038,Exempt — recent disaster,3309657,0,3187.0
Spokane,WA,47.666935,-117.433322,Exempt — recent disaster,3017244,0,772.0
Spokane County,WA,47.620375,-117.403371,Exempt — recent disaster,1803488,0,2277.0
Tacoma,WA,47.252199,-122.459832,Loses funding,2370358,-237036,1147.0
Thurston County,WA,46.935822,-122.830152,Loses funding,919511,-91951,1467.0
Vancouver,WA,45.637156,-122.596567,Exempt — recent disaster,1407808,0,1971.0
Walla Walla,WA,46.067006,-118.337033,Exempt — other screens,408743,0,-91.0
Wenatchee,WA,47.435985,-120.329266,Loses funding,234918,-23492,124.0
Yakima,WA,46.590938,-120.5494,Exempt — other screens,1023311,0,139.0
Beckley,WV,37.773148,-81.16155,Exempt — recent disaster,289846,0,-194.0
Charleston,WV,38.348692,-81.632324,Exempt — recent disaster,1501940,0,-42.0
Huntington,WV,38.410651,-82.434689,Exempt — recent disaster,1596831,0,-275.0
Martinsburg,WV,39.457769,-77.978212,Exempt — other screens,310180,0,71.0
Morgantown,WV,39.637487,-79.946856,Exempt — other screens,470309,0,-300.0
Parkersburg,WV,39.261278,-81.54335,Exempt — recent disaster,858894,0,2.0
Vienna,WV,39.322849,-81.529805,Exempt — recent disaster,94632,0,132.0
Weirton,WV,40.406331,-80.56558,Exempt — recent disaster,392897,0,159.0
Wheeling,WV,40.073753,-80.696027,Exempt — recent disaster,1131704,0,9.0
Appleton,WI,44.278873,-88.388284,Exempt — other screens,575860,0,222.0
Beloit,WI,42.523506,-89.01766,Exempt — other screens,524164,0,-9.0
Dane County,WI,43.067468,-89.417852,Loses funding,1088902,-108890,6181.0
Eau Claire,WI,44.818343,-91.494769,Exempt — other screens,556399,0,1102.0
Fond Du Lac,WI,43.772182,-88.440264,Exempt — other screens,572864,0,268.0
Green Bay,WI,44.521542,-87.986568,Exempt — other screens,938354,0,-96.0
Janesville,WI,42.684698,-89.01317,Exempt — other screens,445415,0,159.0
Kenosha,WI,42.587526,-87.879996,Exempt — other screens,1021655,0,508.0
La Crosse,WI,43.824685,-91.224616,Exempt — other screens,882603,0,130.0
Madison,WI,43.087815,-89.429856,Gains funding,2045072,314004,2682.0
Milwaukee,WI,43.063348,-87.966695,Exempt — other screens,15266737,0,1128.0
Milwaukee County,WI,42.912643,-87.862312,Exempt — other screens,1799375,0,2877.0
Neenah,WI,44.164925,-88.479628,Exempt — other screens,193278,0,142.0
Oshkosh,WI,44.023168,-88.56226,Exempt — other screens,822816,0,267.0
Racine,WI,42.725569,-87.814224,Exempt — other screens,1743518,0,806.0
Sheboygan,WI,43.738713,-87.731531,Exempt — other screens,910675,0,115.0
Superior,WI,46.692119,-92.080356,Exempt — other screens,666237,0,267.0
Waukesha County,WI,43.018368,-88.30424,Gains funding,1442980,236966,2024.0
Wausau,WI,44.961766,-89.646538,Exempt — other screens,578864,0,-56.0
Wauwatosa,WI,43.063165,-88.035583,Gains funding,988733,64627,552.0
West Allis,WI,43.007186,-88.028986,Exempt — other screens,1180732,0,453.0
Cheyenne,WY,41.128702,-104.790778,Loses funding,416112,-41611,109.0
Aguadilla Municipio,PR,18.480191,-67.143762,Exempt — recent disaster,905373,0,1011.0
Arecibo Municipio,PR,18.434004,-66.674994,Exempt — recent disaster,1309919,0,1822.0
Bayamon Municipio,PR,18.34942,-66.168626,Exempt — recent disaster,2244635,0,3309.0
Cabo Rojo Municipio,PR,17.997138,-67.180862,Exempt — recent disaster,717729,0,483.0
Caguas Municipio,PR,18.211109,-66.050964,Exempt — recent disaster,1686988,0,2469.0
Canovanas Municipio,PR,18.330044,-65.886021,Exempt — recent disaster,631437,0,752.0
Carolina Municipio,PR,18.396776,-65.968778,Exempt — recent disaster,1881384,0,2926.0
Cayey Municipio,PR,18.103624,-66.151667,Exempt — recent disaster,565543,0,698.0
Cidra Municipio,PR,18.174391,-66.161618,Exempt — recent disaster,548514,0,609.0
Fajardo Municipio,PR,18.386378,-65.588454,Exempt — recent disaster,486517,0,665.0
Guayama Municipio,PR,17.973929,-66.137467,Exempt — recent disaster,341844,0,756.0
Guaynabo Municipio,PR,18.344357,-66.114056,Exempt — recent disaster,881466,0,1373.0
Humacao Municipio,PR,18.135403,-65.786229,Exempt — recent disaster,710340,0,1133.0
Isabela Municipio,PR,18.483998,-67.013978,Exempt — recent disaster,681763,0,1194.0
Juana Diaz Municipio,PR,17.997974,-66.490496,Exempt — recent disaster,729473,0,903.0
Manati Municipio,PR,18.444803,-66.493137,Exempt — recent disaster,674562,0,724.0
Mayaguez Municipio,PR,18.08385,-67.886337,Exempt — recent disaster,1316963,0,1411.0
Ponce Municipio,PR,18.001717,-66.606662,Exempt — recent disaster,2362953,0,2797.0
Rio Grande Municipio,PR,18.376369,-65.798434,Exempt — recent disaster,637034,0,594.0
San German Municipio,PR,18.1078,-67.037263,Exempt — recent disaster,541078,0,447.0
San Juan Municipio,PR,18.422249,-66.069081,Exempt — recent disaster,7031753,0,8015.0
San Sebastian Municipio,PR,18.331064,-66.969064,Exempt — recent disaster,694475,0,660.0
Toa Alta Municipio,PR,18.364556,-66.244669,Exempt — recent disaster,813782,0,1053.0
Toa Baja Municipio,PR,18.45691,-66.193193,Exempt — recent disaster,1004618,0,1352.0
Trujillo Alto Municipio,PR,18.335387,-66.003787,Exempt — recent disaster,779368,0,824.0
Vega Baja Municipio,PR,18.455128,-66.397883,Exempt — recent disaster,900819,0,1243.0
Yauco Municipio,PR,18.085669,-66.857901,Exempt — recent disaster,511111,0,188.0
